Path,Severity
good_level_0/087.JPG,0.0
good_level_0/006.JPG,0.0
good_level_0/023.JPG,0.0
good_level_0/384.JPG,0.0
good_level_0/143.JPG,0.0
good_level_0/181.JPG,0.0
good_level_0/402.JPG,0.0
good_level_0/089.JPG,0.0
good_level_0/098.JPG,0.0
good_level_0/352.JPG,0.0
good_level_0/084.JPG,0.0
good_level_0/389.JPG,0.0
good_level_0/484.JPG,0.0
good_level_0/093.JPG,0.0
good_level_0/166.JPG,0.0
good_level_0/487.JPG,0.0
good_level_0/276.JPG,0.0
good_level_0/369.JPG,0.0
good_level_0/245.JPG,0.0
good_level_0/228.JPG,0.0
good_level_0/309.JPG,0.0
good_level_0/013.JPG,0.0
good_level_0/050.JPG,0.0
good_level_0/324.JPG,0.0
good_level_0/392.JPG,0.0
good_level_0/377.JPG,0.0
good_level_0/446.JPG,0.0
good_level_0/148.JPG,0.0
good_level_0/337.JPG,0.0
good_level_0/342.JPG,0.0
good_level_0/405.JPG,0.0
good_level_0/400.JPG,0.0
good_level_0/213.JPG,0.0
good_level_0/344.JPG,0.0
good_level_0/482.JPG,0.0
good_level_0/130.JPG,0.0
good_level_0/012.JPG,0.0
good_level_0/435.JPG,0.0
good_level_0/239.JPG,0.0
good_level_0/398.JPG,0.0
good_level_0/467.JPG,0.0
good_level_0/104.JPG,0.0
good_level_0/307.JPG,0.0
good_level_0/367.JPG,0.0
good_level_0/272.JPG,0.0
good_level_0/260.JPG,0.0
good_level_0/461.JPG,0.0
good_level_0/284.JPG,0.0
good_level_0/460.JPG,0.0
good_level_0/244.JPG,0.0
similar_colour_spot_level_1/061.JPG,1.0
similar_colour_spot_level_1/052.JPG,1.0
similar_colour_spot_level_1/059.JPG,1.0
similar_colour_spot_level_1/066.JPG,1.0
similar_colour_spot_level_1/057.JPG,1.0
similar_colour_spot_level_1/051.JPG,1.0
similar_colour_spot_level_1/069.JPG,1.0
similar_colour_spot_level_1/058.JPG,1.0
similar_colour_spot_level_1/050.JPG,1.0
similar_colour_spot_level_1/065.JPG,1.0
similar_colour_spot_level_1/060.JPG,1.0
small_scratches_level_1/083.JPG,1.0
small_scratches_level_1/082.JPG,1.0
small_scratches_level_1/071.JPG,1.0
small_scratches_level_1/075.JPG,1.0
small_scratches_level_1/081.JPG,1.0
small_scratches_level_1/085.JPG,1.0
similar_colour_spot_level_1/068.JPG,1.0
small_scratches_level_1/077.JPG,1.0
small_scratches_level_1/073.JPG,1.0
small_scratches_level_1/072.JPG,1.0
small_scratches_level_1/086.JPG,1.0
small_scratches_level_1/089.JPG,1.0
similar_colour_spot_level_1/067.JPG,1.0
similar_colour_spot_level_1/053.JPG,1.0
small_scratches_level_1/078.JPG,1.0
similar_colour_spot_level_1/054.JPG,1.0
similar_colour_spot_level_1/062.JPG,1.0
similar_colour_spot_level_1/063.JPG,1.0
similar_colour_spot_level_1/056.JPG,1.0
similar_colour_spot_level_1/055.JPG,1.0
small_scratches_level_1/070.JPG,1.0
small_scratches_level_1/084.JPG,1.0
small_scratches_level_1/079.JPG,1.0
small_scratches_level_1/080.JPG,1.0
small_scratches_level_1/088.JPG,1.0
small_scratches_level_1/076.JPG,1.0
"similar_colour_spot,small_scratches_level_1/087.JPG",1.0
similar_colour_spot_level_1/064.JPG,1.0
burnt_level_2/002.JPG,2.0
burnt_level_2/000.JPG,2.0
burnt_level_2/011.JPG,2.0
burnt_level_2/010.JPG,2.0
burnt_level_2/012.JPG,2.0
burnt_level_2/006.JPG,2.0
burnt_level_2/009.JPG,2.0
burnt_level_2/008.JPG,2.0
burnt_level_2/005.JPG,2.0
burnt_level_2/003.JPG,2.0
burnt_level_2/014.JPG,2.0
burnt_level_2/007.JPG,2.0
burnt_level_2/004.JPG,2.0
burnt_level_2/001.JPG,2.0
burnt_level_2/013.JPG,2.0
corner_and_edge_breakage_level_3/017.JPG,3.0
"middle_breakage,small_scratches,small_cracks_level_3/040.JPG",3.0
"middle_breakage,small_scratches,small_cracks_level_3/049.JPG",3.0
"middle_breakage,small_scratches,small_cracks_level_3/046.JPG",3.0
corner_and_edge_breakage_level_3/022.JPG,3.0
corner_and_edge_breakage_level_3/029.JPG,3.0
corner_and_edge_breakage_level_3/021.JPG,3.0
corner_and_edge_breakage_level_3/016.JPG,3.0
corner_and_edge_breakage_level_3/026.JPG,3.0
corner_and_edge_breakage_level_3/020.JPG,3.0
corner_and_edge_breakage_level_3/023.JPG,3.0
corner_and_edge_breakage_level_3/018.JPG,3.0
corner_and_edge_breakage_level_3/028.JPG,3.0
corner_and_edge_breakage_level_3/015.JPG,3.0
"middle_breakage,small_cracks_level_3/044.JPG",3.0
"middle_breakage,small_cracks_level_3/048.JPG",3.0
"middle_breakage,small_cracks_level_3/042.JPG",3.0
"middle_breakage,small_cracks_level_3/041.JPG",3.0
"middle_breakage,small_cracks_level_3/043.JPG",3.0
"middle_breakage,small_cracks_level_3/047.JPG",3.0
corner_and_edge_breakage_level_3/025.JPG,3.0
corner_and_edge_breakage_level_3/024.JPG,3.0
corner_and_edge_breakage_level_3/027.JPG,3.0
corner_and_edge_breakage_level_3/019.JPG,3.0
"middle_breakage,small_scratches,small_cracks_level_3/045.JPG",3.0
