Path,Severity,Anomaly Score
level_0_test/chinese_rural_dog/n147178.jpg,0,
level_0_test/chinese_rural_dog/n147181.jpg,0,
level_0_test/chinese_rural_dog/n147184.jpeg,0,
level_0_test/chinese_rural_dog/n147195.jpg,0,
level_0_test/chinese_rural_dog/n147197.jpg,0,
level_0_test/chinese_rural_dog/n147201.jpg,0,
level_0_test/chinese_rural_dog/n147203.jpg,0,
level_0_test/chinese_rural_dog/n147204.jpg,0,
level_0_test/chinese_rural_dog/n147207.jpg,0,
level_0_test/chinese_rural_dog/n147211.jpg,0,
level_0_test/chinese_rural_dog/n147213.jpg,0,
level_0_test/chinese_rural_dog/n147216.jpg,0,
level_0_test/chinese_rural_dog/n147225.jpg,0,
level_0_test/chinese_rural_dog/n147226.jpg,0,
level_0_test/chinese_rural_dog/n147228.jpg,0,
level_0_test/chinese_rural_dog/n147233.jpg,0,
level_0_test/chinese_rural_dog/n147237.jpeg,0,
level_0_test/chinese_rural_dog/n147238.jpeg,0,
level_0_test/chinese_rural_dog/n147244.jpg,0,
level_0_test/chinese_rural_dog/n147245.jpg,0,
level_0_test/chinese_rural_dog/n147247.jpg,0,
level_0_test/chinese_rural_dog/n147255.jpg,0,
level_0_test/chinese_rural_dog/n147256.jpg,0,
level_0_test/chinese_rural_dog/n147260.jpg,0,
level_0_test/chinese_rural_dog/n147262.jpg,0,
level_0_test/chinese_rural_dog/n147263.jpg,0,
level_0_test/chinese_rural_dog/n147265.jpeg,0,
level_0_test/chinese_rural_dog/n147266.jpeg,0,
level_0_test/chinese_rural_dog/n147269.jpeg,0,
level_0_test/chinese_rural_dog/n147293.jpeg,0,
level_0_test/chinese_rural_dog/n147299.jpeg,0,
level_0_test/chinese_rural_dog/n147300.jpeg,0,
level_0_test/chinese_rural_dog/n147304.jpeg,0,
level_0_test/chinese_rural_dog/n147307.jpeg,0,
level_0_test/chinese_rural_dog/n147308.jpeg,0,
level_0_test/chinese_rural_dog/n147309.jpeg,0,
level_0_test/chinese_rural_dog/n147313.jpeg,0,
level_0_test/chinese_rural_dog/n147315.jpeg,0,
level_0_test/chinese_rural_dog/n147316.jpeg,0,
level_0_test/chinese_rural_dog/n147320.jpeg,0,
level_0_test/chinese_rural_dog/n147322.jpeg,0,
level_0_test/chinese_rural_dog/n147323.jpeg,0,
level_0_test/chinese_rural_dog/n147334.jpeg,0,
level_0_test/chinese_rural_dog/n147336.jpeg,0,
level_0_test/chinese_rural_dog/n147340.jpeg,0,
level_0_test/chinese_rural_dog/n147341.jpeg,0,
level_0_test/chinese_rural_dog/n147343.jpeg,0,
level_0_test/chinese_rural_dog/n147345.jpeg,0,
level_0_test/chinese_rural_dog/n147353.jpeg,0,
level_0_test/chinese_rural_dog/n147364.jpeg,0,
level_0_test/chinese_rural_dog/n147365.jpeg,0,
level_0_test/chinese_rural_dog/n147372.jpeg,0,
level_0_test/chinese_rural_dog/n147374.jpeg,0,
level_0_test/chinese_rural_dog/n147383.jpeg,0,
level_0_test/chinese_rural_dog/n147385.jpeg,0,
level_0_test/chinese_rural_dog/n147390.jpeg,0,
level_0_test/chinese_rural_dog/n147395.jpeg,0,
level_0_test/chinese_rural_dog/n147397.jpeg,0,
level_0_test/chinese_rural_dog/n147399.jpeg,0,
level_0_test/chinese_rural_dog/n147400.jpeg,0,
level_0_test/chinese_rural_dog/n147402.jpeg,0,
level_0_test/chinese_rural_dog/n147403.jpeg,0,
level_0_test/chinese_rural_dog/n147406.jpeg,0,
level_0_test/chinese_rural_dog/n147408.jpeg,0,
level_0_test/chinese_rural_dog/n147410.jpeg,0,
level_0_test/chinese_rural_dog/n147422.jpeg,0,
level_0_test/chinese_rural_dog/n147426.jpeg,0,
level_0_test/chinese_rural_dog/n147427.jpeg,0,
level_0_test/chinese_rural_dog/n147431.jpeg,0,
level_0_test/chinese_rural_dog/n147434.jpeg,0,
level_0_test/chinese_rural_dog/n147435.jpeg,0,
level_0_test/chinese_rural_dog/n147436.jpeg,0,
level_0_test/chinese_rural_dog/n147437.jpeg,0,
level_0_test/chinese_rural_dog/n147444.jpeg,0,
level_0_test/chinese_rural_dog/n147445.jpeg,0,
level_0_test/chinese_rural_dog/n147448.jpeg,0,
level_0_test/chinese_rural_dog/n147451.jpeg,0,
level_0_test/chinese_rural_dog/n147452.jpeg,0,
level_0_test/chinese_rural_dog/n147453.jpeg,0,
level_0_test/chinese_rural_dog/n147454.jpeg,0,
level_0_test/chinese_rural_dog/n147465.jpeg,0,
level_0_test/chinese_rural_dog/n147466.jpeg,0,
level_0_test/chinese_rural_dog/n147468.jpeg,0,
level_0_test/chinese_rural_dog/n147472.jpeg,0,
level_0_test/chinese_rural_dog/n147474.jpeg,0,
level_0_test/chinese_rural_dog/n147479.jpeg,0,
level_0_test/chinese_rural_dog/n147482.jpeg,0,
level_0_test/chinese_rural_dog/n147484.jpeg,0,
level_0_test/chinese_rural_dog/n147488.jpeg,0,
level_0_test/chinese_rural_dog/n147489.jpeg,0,
level_0_test/chinese_rural_dog/n147502.jpeg,0,
level_0_test/chinese_rural_dog/n147503.jpeg,0,
level_0_test/chinese_rural_dog/n147505.jpeg,0,
level_0_test/chinese_rural_dog/n147506.jpeg,0,
level_0_test/chinese_rural_dog/n147508.jpeg,0,
level_0_test/chinese_rural_dog/n147510.jpeg,0,
level_0_test/chinese_rural_dog/n147514.jpeg,0,
level_0_test/chinese_rural_dog/n147515.jpeg,0,
level_0_test/chinese_rural_dog/n147516.jpeg,0,
level_0_test/chinese_rural_dog/n147524.jpeg,0,
level_0_test/chinese_rural_dog/n147526.jpeg,0,
level_0_test/chinese_rural_dog/n147528.jpeg,0,
level_0_test/chinese_rural_dog/n147529.jpeg,0,
level_0_test/chinese_rural_dog/n147531.jpeg,0,
level_0_test/chinese_rural_dog/n147532.jpeg,0,
level_0_test/chinese_rural_dog/n147534.jpeg,0,
level_0_test/chinese_rural_dog/n147536.jpeg,0,
level_0_test/chinese_rural_dog/n147538.jpeg,0,
level_0_test/chinese_rural_dog/n147553.jpeg,0,
level_0_test/chinese_rural_dog/n147555.jpeg,0,
level_0_test/chinese_rural_dog/n147557.jpeg,0,
level_0_test/chinese_rural_dog/n147559.jpeg,0,
level_0_test/chinese_rural_dog/n147561.jpeg,0,
level_0_test/chinese_rural_dog/n147563.jpeg,0,
level_0_test/chinese_rural_dog/n147568.jpeg,0,
level_0_test/chinese_rural_dog/n147574.jpeg,0,
level_0_test/chinese_rural_dog/n147576.jpeg,0,
level_0_test/chinese_rural_dog/n147577.jpeg,0,
level_0_test/chinese_rural_dog/n147579.jpeg,0,
level_0_test/chinese_rural_dog/n147585.jpeg,0,
level_0_test/chinese_rural_dog/n147589.jpeg,0,
level_0_test/chinese_rural_dog/n147594.jpeg,0,
level_0_test/chinese_rural_dog/n147597.jpeg,0,
level_0_test/chinese_rural_dog/n147598.jpeg,0,
level_0_test/chinese_rural_dog/n147599.jpeg,0,
level_0_test/chinese_rural_dog/n147603.jpeg,0,
level_0_test/chinese_rural_dog/n147604.jpeg,0,
level_0_test/chinese_rural_dog/n147606.jpeg,0,
level_0_test/chinese_rural_dog/n147611.jpeg,0,
level_0_test/chinese_rural_dog/n147612.jpeg,0,
level_0_test/chinese_rural_dog/n147613.jpeg,0,
level_0_test/chinese_rural_dog/n147615.jpeg,0,
level_0_test/chinese_rural_dog/n147617.jpeg,0,
level_0_test/chinese_rural_dog/n147619.jpeg,0,
level_0_test/chinese_rural_dog/n147620.jpeg,0,
level_0_test/chinese_rural_dog/n147628.jpeg,0,
level_0_test/chinese_rural_dog/n147630.jpeg,0,
level_0_test/chinese_rural_dog/n147631.jpeg,0,
level_0_test/chinese_rural_dog/n147632.jpeg,0,
level_0_test/chinese_rural_dog/n147636.jpeg,0,
level_0_test/chinese_rural_dog/n147637.jpeg,0,
level_0_test/chinese_rural_dog/n147638.jpeg,0,
level_0_test/chinese_rural_dog/n147645.jpeg,0,
level_0_test/chinese_rural_dog/n147646.jpeg,0,
level_0_test/chinese_rural_dog/n147648.jpeg,0,
level_0_test/chinese_rural_dog/n147654.jpeg,0,
level_0_test/chinese_rural_dog/n147658.jpeg,0,
level_0_test/chinese_rural_dog/n147660.jpeg,0,
level_0_test/chinese_rural_dog/n147662.jpeg,0,
level_0_test/chinese_rural_dog/n147665.jpeg,0,
level_0_test/chinese_rural_dog/n147667.jpeg,0,
level_0_test/chinese_rural_dog/n147668.jpeg,0,
level_0_test/chinese_rural_dog/n147675.jpeg,0,
level_0_test/chinese_rural_dog/n147677.jpeg,0,
level_0_test/chinese_rural_dog/n147679.jpeg,0,
level_0_test/chinese_rural_dog/n147680.jpeg,0,
level_0_test/chinese_rural_dog/n147682.jpeg,0,
level_0_test/chinese_rural_dog/n147683.jpeg,0,
level_0_test/chinese_rural_dog/n147686.jpeg,0,
