Path,Severity
good_level_0/228.JPG,0.0
good_level_0/093.JPG,0.0
good_level_0/484.JPG,0.0
good_level_0/389.JPG,0.0
good_level_0/084.JPG,0.0
good_level_0/352.JPG,0.0
good_level_0/098.JPG,0.0
good_level_0/089.JPG,0.0
good_level_0/402.JPG,0.0
good_level_0/181.JPG,0.0
good_level_0/143.JPG,0.0
good_level_0/384.JPG,0.0
good_level_0/023.JPG,0.0
good_level_0/006.JPG,0.0
good_level_0/392.JPG,0.0
good_level_0/344.JPG,0.0
good_level_0/166.JPG,0.0
good_level_0/130.JPG,0.0
good_level_0/482.JPG,0.0
good_level_0/276.JPG,0.0
good_level_0/245.JPG,0.0
good_level_0/309.JPG,0.0
good_level_0/013.JPG,0.0
good_level_0/087.JPG,0.0
good_level_0/050.JPG,0.0
good_level_0/324.JPG,0.0
good_level_0/377.JPG,0.0
good_level_0/213.JPG,0.0
good_level_0/446.JPG,0.0
good_level_0/148.JPG,0.0
good_level_0/337.JPG,0.0
good_level_0/342.JPG,0.0
good_level_0/405.JPG,0.0
good_level_0/400.JPG,0.0
good_level_0/369.JPG,0.0
good_level_0/487.JPG,0.0
good_level_0/244.JPG,0.0
good_level_0/012.JPG,0.0
good_level_0/461.JPG,0.0
good_level_0/260.JPG,0.0
good_level_0/284.JPG,0.0
good_level_0/272.JPG,0.0
good_level_0/367.JPG,0.0
good_level_0/460.JPG,0.0
good_level_0/104.JPG,0.0
good_level_0/467.JPG,0.0
good_level_0/398.JPG,0.0
good_level_0/239.JPG,0.0
good_level_0/307.JPG,0.0
good_level_0/435.JPG,0.0
small_scratches_level_1/094.JPG,1.0
small_scratches_level_1/091.JPG,1.0
small_scratches_level_1/093.JPG,1.0
small_scratches_level_1/092.JPG,1.0
small_scratches_level_1/095.JPG,1.0
small_scratches_level_1/090.JPG,1.0
different_colour_spot_level_2/027.JPG,2.0
similar_colour_spot_level_2/084.JPG,2.0
similar_colour_spot_level_2/099.JPG,2.0
"different_colour_spot,similar_colour_spot_level_2/030.JPG",2.0
similar_colour_spot_level_2/089.JPG,2.0
similar_colour_spot_level_2/088.JPG,2.0
"different_colour_spot,similar_colour_spot_level_2/080.JPG",2.0
"different_colour_spot,similar_colour_spot_level_2/026.JPG",2.0
"different_colour_spot,similar_colour_spot_level_2/085.JPG",2.0
different_colour_spot_level_2/036.JPG,2.0
different_colour_spot_level_2/024.JPG,2.0
different_colour_spot_level_2/021.JPG,2.0
different_colour_spot_level_2/033.JPG,2.0
different_colour_spot_level_2/032.JPG,2.0
different_colour_spot_level_2/023.JPG,2.0
different_colour_spot_level_2/020.JPG,2.0
different_colour_spot_level_2/038.JPG,2.0
different_colour_spot_level_2/039.JPG,2.0
different_colour_spot_level_2/031.JPG,2.0
different_colour_spot_level_2/029.JPG,2.0
different_colour_spot_level_2/034.JPG,2.0
similar_colour_spot_level_2/035.JPG,2.0
similar_colour_spot_level_2/086.JPG,2.0
different_colour_spot_level_2/025.JPG,2.0
similar_colour_spot_level_2/037.JPG,2.0
"similar_colour_spot,small_scratches_level_2/082.JPG",2.0
similar_colour_spot_level_2/083.JPG,2.0
similar_colour_spot_level_2/096.JPG,2.0
