Path,Severity
good_level_0/0985.JPG,0.0
good_level_0/0024.JPG,0.0
good_level_0/0967.JPG,0.0
good_level_0/0964.JPG,0.0
good_level_0/0297.JPG,0.0
good_level_0/0952.JPG,0.0
good_level_0/0659.JPG,0.0
good_level_0/0174.JPG,0.0
good_level_0/0619.JPG,0.0
good_level_0/0755.JPG,0.0
good_level_0/0026.JPG,0.0
good_level_0/0483.JPG,0.0
good_level_0/0377.JPG,0.0
good_level_0/0552.JPG,0.0
good_level_0/0484.JPG,0.0
good_level_0/0046.JPG,0.0
good_level_0/0469.JPG,0.0
good_level_0/0751.JPG,0.0
good_level_0/0615.JPG,0.0
good_level_0/0654.JPG,0.0
good_level_0/0514.JPG,0.0
good_level_0/0100.JPG,0.0
good_level_0/0994.JPG,0.0
good_level_0/0764.JPG,0.0
good_level_0/0920.JPG,0.0
good_level_0/0333.JPG,0.0
good_level_0/0261.JPG,0.0
good_level_0/0935.JPG,0.0
good_level_0/0400.JPG,0.0
good_level_0/0648.JPG,0.0
good_level_0/0705.JPG,0.0
good_level_0/0674.JPG,0.0
good_level_0/0488.JPG,0.0
good_level_0/0688.JPG,0.0
good_level_0/0768.JPG,0.0
good_level_0/0900.JPG,0.0
good_level_0/0423.JPG,0.0
good_level_0/0525.JPG,0.0
good_level_0/0196.JPG,0.0
good_level_0/0170.JPG,0.0
good_level_0/0306.JPG,0.0
good_level_0/0172.JPG,0.0
good_level_0/0168.JPG,0.0
good_level_0/0617.JPG,0.0
good_level_0/0725.JPG,0.0
good_level_0/0690.JPG,0.0
good_level_0/0631.JPG,0.0
good_level_0/0871.JPG,0.0
good_level_0/0869.JPG,0.0
good_level_0/0694.JPG,0.0
good_level_0/0402.JPG,0.0
good_level_0/0569.JPG,0.0
good_level_0/0797.JPG,0.0
good_level_0/0303.JPG,0.0
good_level_0/0518.JPG,0.0
good_level_0/0107.JPG,0.0
good_level_0/0730.JPG,0.0
good_level_0/0187.JPG,0.0
good_level_0/0790.JPG,0.0
good_level_0/0013.JPG,0.0
good_level_0/0363.JPG,0.0
good_level_0/0294.JPG,0.0
good_level_0/0735.JPG,0.0
good_level_0/0479.JPG,0.0
good_level_0/0804.JPG,0.0
good_level_0/0208.JPG,0.0
good_level_0/0923.JPG,0.0
good_level_0/0545.JPG,0.0
good_level_0/0621.JPG,0.0
good_level_0/0811.JPG,0.0
good_level_0/0996.JPG,0.0
good_level_0/0320.JPG,0.0
good_level_0/0159.JPG,0.0
good_level_0/0457.JPG,0.0
good_level_0/0796.JPG,0.0
good_level_0/0178.JPG,0.0
good_level_0/0237.JPG,0.0
good_level_0/0657.JPG,0.0
good_level_0/0215.JPG,0.0
good_level_0/0394.JPG,0.0
good_level_0/0784.JPG,0.0
good_level_0/0011.JPG,0.0
good_level_0/0779.JPG,0.0
good_level_0/0629.JPG,0.0
good_level_0/0974.JPG,0.0
good_level_0/0684.JPG,0.0
good_level_0/0027.JPG,0.0
good_level_0/0685.JPG,0.0
good_level_0/0016.JPG,0.0
good_level_0/0286.JPG,0.0
good_level_0/0844.JPG,0.0
good_level_0/0739.JPG,0.0
good_level_0/0800.JPG,0.0
good_level_0/0520.JPG,0.0
good_level_0/0417.JPG,0.0
good_level_0/0892.JPG,0.0
good_level_0/0953.JPG,0.0
good_level_0/0427.JPG,0.0
good_level_0/0214.JPG,0.0
good_level_0/0490.JPG,0.0
small_scratches_level_1/085.JPG,1.0
small_scratches_level_1/093.JPG,1.0
small_scratches_level_1/099.JPG,1.0
small_scratches_level_1/098.JPG,1.0
small_scratches_level_1/089.JPG,1.0
small_scratches_level_1/086.JPG,1.0
small_scratches_level_1/096.JPG,1.0
small_scratches_level_1/090.JPG,1.0
small_scratches_level_1/070.JPG,1.0
small_scratches_level_1/092.JPG,1.0
small_scratches_level_1/094.JPG,1.0
small_scratches_level_1/095.JPG,1.0
small_scratches_level_1/087.JPG,1.0
small_scratches_level_1/091.JPG,1.0
small_scratches_level_1/097.JPG,1.0
small_scratches_level_1/088.JPG,1.0
small_cracks_level_2/076.JPG,2.0
small_cracks_level_2/078.JPG,2.0
small_cracks_level_2/072.JPG,2.0
small_cracks_level_2/073.JPG,2.0
small_cracks_level_2/074.JPG,2.0
small_cracks_level_2/081.JPG,2.0
small_cracks_level_2/075.JPG,2.0
"small_cracks,small_scratches_level_2/077.JPG",2.0
"small_cracks,small_scratches_level_2/083.JPG",2.0
small_chip_around_edge_level_3/057.JPG,3.0
small_chip_around_edge_level_3/051.JPG,3.0
small_chip_around_edge_level_3/066.JPG,3.0
small_chip_around_edge_level_3/049.JPG,3.0
small_chip_around_edge_level_3/059.JPG,3.0
small_chip_around_edge_level_3/052.JPG,3.0
small_chip_around_edge_level_3/050.JPG,3.0
"breakage_down_the_middle,small_scratches_level_3/001.JPG",3.0
"breakage_down_the_middle,small_scratches_level_3/003.JPG",3.0
"breakage_down_the_middle,small_scratches_level_3/005.JPG",3.0
"breakage_down_the_middle,small_scratches_level_3/008.JPG",3.0
"breakage_down_the_middle,small_scratches_level_3/009.JPG",3.0
"breakage_down_the_middle,small_scratches_level_3/006.JPG",3.0
"breakage_down_the_middle,small_scratches_level_3/007.JPG",3.0
"breakage_down_the_middle,small_scratches_level_3/000.JPG",3.0
small_chip_around_edge_level_3/069.JPG,3.0
small_chip_around_edge_level_3/060.JPG,3.0
small_chip_around_edge_level_3/058.JPG,3.0
small_chip_around_edge_level_3/053.JPG,3.0
breakage_down_the_middle_level_3/004.JPG,3.0
"small_chip_around_edge,small_scratches_level_3/062.JPG",3.0
"small_chip_around_edge,small_scratches_level_3/068.JPG",3.0
"small_chip_around_edge,small_scratches_level_3/065.JPG",3.0
"small_chip_around_edge,small_scratches_level_3/046.JPG",3.0
"small_chip_around_edge,small_scratches_level_3/061.JPG",3.0
small_chip_around_edge_level_3/048.JPG,3.0
"small_chip_around_edge,small_scratches_level_3/067.JPG",3.0
small_chip_around_edge_level_3/055.JPG,3.0
small_chip_around_edge_level_3/056.JPG,3.0
small_chip_around_edge_level_3/045.JPG,3.0
small_chip_around_edge_level_3/063.JPG,3.0
small_chip_around_edge_level_3/054.JPG,3.0
small_chip_around_edge_level_3/064.JPG,3.0
small_chip_around_edge_level_3/047.JPG,3.0
"breakage_down_the_middle,small_scratches_level_3/002.JPG",3.0
