Path,Severity
good_level_0/024.JPG,0.0
good_level_0/484.JPG,0.0
good_level_0/240.JPG,0.0
good_level_0/394.JPG,0.0
good_level_0/159.JPG,0.0
good_level_0/214.JPG,0.0
good_level_0/490.JPG,0.0
good_level_0/402.JPG,0.0
good_level_0/483.JPG,0.0
good_level_0/168.JPG,0.0
good_level_0/294.JPG,0.0
good_level_0/576.JPG,0.0
good_level_0/525.JPG,0.0
good_level_0/288.JPG,0.0
good_level_0/011.JPG,0.0
good_level_0/569.JPG,0.0
good_level_0/297.JPG,0.0
good_level_0/545.JPG,0.0
good_level_0/152.JPG,0.0
good_level_0/107.JPG,0.0
good_level_0/046.JPG,0.0
good_level_0/286.JPG,0.0
good_level_0/215.JPG,0.0
good_level_0/013.JPG,0.0
good_level_0/324.JPG,0.0
good_level_0/178.JPG,0.0
good_level_0/027.JPG,0.0
good_level_0/187.JPG,0.0
good_level_0/333.JPG,0.0
good_level_0/377.JPG,0.0
good_level_0/306.JPG,0.0
good_level_0/363.JPG,0.0
good_level_0/196.JPG,0.0
good_level_0/261.JPG,0.0
good_level_0/400.JPG,0.0
good_level_0/469.JPG,0.0
good_level_0/208.JPG,0.0
good_level_0/237.JPG,0.0
good_level_0/303.JPG,0.0
good_level_0/179.JPG,0.0
good_level_0/520.JPG,0.0
good_level_0/026.JPG,0.0
good_level_0/423.JPG,0.0
good_level_0/427.JPG,0.0
good_level_0/518.JPG,0.0
good_level_0/417.JPG,0.0
good_level_0/580.JPG,0.0
good_level_0/514.JPG,0.0
good_level_0/552.JPG,0.0
good_level_0/457.JPG,0.0
good_level_0/479.JPG,0.0
good_level_0/174.JPG,0.0
good_level_0/172.JPG,0.0
good_level_0/016.JPG,0.0
good_level_0/594.JPG,0.0
good_level_0/488.JPG,0.0
good_level_0/320.JPG,0.0
good_level_0/100.JPG,0.0
good_level_0/062.JPG,0.0
good_level_0/170.JPG,0.0
bubble_level_1/024.JPG,1.0
bubble_level_1/027.JPG,1.0
bubble_level_1/013.JPG,1.0
bubble_level_1/026.JPG,1.0
bubble_level_1/007.JPG,1.0
bubble_level_1/016.JPG,1.0
bubble_level_1/029.JPG,1.0
bubble_level_1/021.JPG,1.0
bubble_level_1/002.JPG,1.0
bubble_level_1/022.JPG,1.0
bubble_level_1/004.JPG,1.0
"bubble,discolor,scratch_level_1/087.JPG",1.0
bubble_level_1/000.JPG,1.0
bubble_level_1/014.JPG,1.0
bubble_level_1/018.JPG,1.0
bubble_level_1/003.JPG,1.0
bubble_level_1/010.JPG,1.0
bubble_level_1/005.JPG,1.0
bubble_level_1/008.JPG,1.0
bubble_level_1/009.JPG,1.0
bubble_level_1/015.JPG,1.0
bubble_level_1/019.JPG,1.0
bubble_level_1/028.JPG,1.0
bubble_level_1/023.JPG,1.0
bubble_level_1/006.JPG,1.0
bubble_level_1/011.JPG,1.0
bubble_level_1/012.JPG,1.0
bubble_level_1/020.JPG,1.0
"bubble,discolor,scratch_level_1/094.JPG",1.0
bubble_level_1/025.JPG,1.0
"bubble,discolor,scratch_level_1/088.JPG",1.0
bubble_level_1/017.JPG,1.0
"bubble,discolor,scratch_level_1/093.JPG",1.0
bubble_level_1/001.JPG,1.0
"bubble,discolor,scratch_level_1/095.JPG",1.0
"bubble,discolor,scratch_level_1/097.JPG",1.0
"bubble,discolor,scratch_level_1/092.JPG",1.0
"bubble,discolor,scratch_level_1/085.JPG",1.0
"bubble,discolor,scratch_level_1/091.JPG",1.0
"bubble,discolor,scratch_level_1/096.JPG",1.0
"bubble,discolor,scratch_level_1/086.JPG",1.0
"bubble,discolor,scratch_level_1/089.JPG",1.0
"bubble,discolor,scratch_level_1/090.JPG",1.0
"bubble,discolor,scratch_level_1/099.JPG",1.0
"bubble,discolor,scratch_level_1/098.JPG",1.0
